Sentence ID, Reason
309f5b26-951e-472b-948e-47632249862b, NotFoundInLondon
bb81b9a7-e73d-4977-b6a8-0f7937123dfe, NotFoundInLondon
d79d2f50-bf45-47c5-96b5-73c3d0ce8914, NotFoundInLondon
6a65789e-e0ff-4263-8bd7-e56b836854c6, NotFoundInLondon
f3723a6e-426a-4bd3-aa54-41158fab71f2, NotFoundInLondon
d82dc38c-9293-485a-8731-1fb3579365e2, NotFoundInLondon
e975a567-f01e-48b0-a24b-14bdbcba04a4, NotFoundInLondon
809ca849-1804-486c-9dbc-ea3fee47fdef, NotFoundInLondon
866ea8e6-be62-4268-a797-80688f4a47f3, NotFoundInLondon
273aa283-9bb0-42d3-9f46-1daad90565ef, NotFoundInLondon
38737a54-44ea-4cee-b1ce-1029775a7869, NotFoundInLondon
cc7237b8-e586-47a0-bd7d-5855a4e6d2ff, NotFoundInLondon
9f92c9f9-b366-468e-a9e6-f99492afb0fb, NotFoundInLondon
07ed0448-4651-4bfa-b2a2-484c233bdf60, NotFoundInLondon
cc26e65b-572c-4771-b64e-4f1bd5ad2a5d, NotFoundInLondon
5bf4762f-a06c-47ca-b9ee-51a337e87190, NotFoundInLondon
8fbdba18-3ccc-4c8d-ba09-9d106bb05b04, NotFoundInLondon
96462f5f-7eca-4ec5-b586-de648c92f9d9, NotFoundInLondon
e382c495-5e73-4500-840d-71c35099715b, NotFoundInLondon
40859796-baeb-4043-8de1-dbba96f6bbd7, NotFoundInLondon
62b5fcfe-7711-4fa6-a5c2-971d73d26d6f, NotFoundInLondon
6ad4f80e-db93-49f7-8013-52109cd94181, NotFoundInLondon
cefdbf35-160b-4a1f-aaf5-e43b8ad34340, NotFoundInLondon
3e961cca-9aaa-433f-b45c-49b68b96972c, NotFoundInLondon
b002932e-4b15-4ba4-acd1-0e7e38213d7a, NotFoundInLondon
473dcf93-8705-4ec8-b7cb-2b39bed762e5, NotFoundInLondon
c7d1949e-5736-4a3d-9fff-b0b4e1dfe6f5, NotFoundInLondon
2c40287b-86d1-42a1-9e49-d436506280a0, NotFoundInLondon
acc27228-5aac-48d2-872d-a5611c6fc2c8, NotFoundInLondon
ad6ae288-86b1-40d7-a969-9c989c0324c0, NotFoundInLondon
d6c5a343-fd80-4d4e-bcc5-0e95db2c4805, NotFoundInLondon
8599b37d-79d0-4bca-8944-b1f7ba41a60e, NotFoundInLondon
b2665906-f204-4a98-b3a0-63d4de9c3ed8, NotFoundInLondon
42118255-44ff-4ea2-b422-de02c56f54ab, NotFoundInLondon
3bebd096-2ee5-40d4-8042-248be27d1cfe, NotFoundInLondon
f592ebc9-886b-40ea-a509-02dc7124a5ee, NotFoundInLondon
17555f08-335f-4884-978d-a3d19800f8e5, NotFoundInLondon
06c1f93a-d9e6-4043-91a0-20aed96c5975, NotFoundInLondon
f1fd9290-e34b-4300-842e-9338f28a880c, NotFoundInLondon
a66cd7ba-98f7-4044-8d52-bbc1ecf31850, NotFoundInLondon
116ed501-67b5-4e49-9375-482c1fa97f59, NotFoundInLondon
5300f711-b002-4819-a12f-6eed439952ff, NotFoundInLondon
00939c97-3f72-4857-abf5-2e275fab11ac, NotFoundInLondon
550319f1-29e7-4e14-b000-c084933f7b81, NotFoundInLondon
c81a8f9d-b395-4dcf-ab68-a8e3856cad8f, NotFoundInLondon
fa4ea3b2-3987-4bc1-8b08-8245a78d7e2e, NotFoundInLondon
ef70a144-749a-4139-ba22-95d9f55e1c79, NotFoundInLondon
