Sentence ID, Reason
93c050b4-dcb4-432c-8f85-896aff66fe38, InvalidBracketing
43f6661b-d710-4281-b37a-4841744e6abd, InvalidBracketing
e1cc4686-d3c8-4854-985e-e291def628d2, InvalidBracketing
6ce87c3f-7994-447e-878d-8d96bebb9150, InvalidBracketing
811ac9d0-5bbb-4cd9-a812-fb45c1e5829e, InvalidBracketing
989acaea-4ebf-4af6-9aea-490f9153e2ac, InvalidBracketing
2139cfe2-278f-45a7-93f4-a042a65ffc22, InvalidBracketing
27436aa3-b6ad-4d7b-a67a-53cb2420ebb5, InvalidBracketing
27593e30-4f63-4e5c-9662-7da66ef32fef, InvalidBracketing
13553f5a-e365-46a5-a778-15f83ae4087e, InvalidBracketing
25c61bfa-9c1b-4812-8ec8-7069fc060cfb, InvalidBracketing
a01fc267-c344-42e5-9564-1059b1fbf8e4, InvalidBracketing
e1f54dfd-b5b2-4089-9c97-60b390ba94d6, InvalidBracketing
b1a103a6-11ed-4845-b352-56959852e61c, InvalidBracketing
59041bbe-310e-4c32-abce-fb98ceb5226c, InvalidBracketing
7ec06877-9770-4ca6-9531-e241edccf4ed, InvalidBracketing
ee24a499-14a3-4fe8-94d2-4d15cbf2e9a3, InvalidBracketing
d4383a52-de7c-470f-9c66-51fb7a2a37d5, InvalidBracketing
7c1da6ad-0d25-4977-95f3-ceebaa2b15ca, InvalidBracketing
2f2f233c-baf9-45b2-9220-35d5159cfde2, InvalidBracketing
f6114ae2-6ee3-42cb-bc28-2928e0b655ea, InvalidBracketing
dc092c4f-3147-4222-a139-06fd07b49a10, InvalidBracketing
d1eaabb6-dd32-412d-bd50-5cde431d6bbf, InvalidBracketing
5b7d4c4a-93fb-48a2-89f4-d4a716ed6ebb, InvalidBracketing
d6eb9333-6731-4efc-9747-131b94fc3dfb, InvalidBracketing
c76ad277-0a27-4689-86cf-19decd256a1d, InvalidBracketing
9b09b3a0-425d-4e80-8400-dc13a455c9d1, InvalidBracketing
591da156-d990-4634-b7b7-6ace69cf5142, InvalidBracketing
591da156-d990-4634-b7b7-6ace69cf5142, InvalidBracketing
1abeac6a-a6f4-48cb-8a2e-929f18abe22d, InvalidBracketing
ba1c5aa3-e92f-4bfb-ba5f-26bdccfd950b, InvalidBracketing
fd958582-c2c1-4884-8427-b18ec71f3b57, InvalidBracketing
311dd899-30c2-479f-bd86-bc27f3530826, InvalidBracketing
add8eade-a25d-4bf8-8da6-49bb3904da2d, InvalidBracketing
1c131eff-cad8-4086-8c20-d8cf31f99e2e, InvalidBracketing
80419a5b-3191-45f1-9e85-304eff62e5eb, InvalidBracketing
d474bf82-36b6-495c-a489-224185c2129a, InvalidBracketing
1d4a9477-f9f8-49d8-a884-11087184980d, InvalidBracketing
1f0fd280-5e8d-4dca-86ea-03eb3bab1cd8, InvalidBracketing
d53800b9-d341-4c5c-aecf-7d19bf6fad75, InvalidBracketing
cb8a0e24-9e75-442e-868d-6fbd6ab29ee3, InvalidBracketing
39d92601-3c66-4c1b-99c4-3b98fcef9e57, InvalidBracketing
831d7ed9-4a8d-4981-96e1-23aeb3e4b8f4, MismatchedSentences
b0ad59e9-f925-4209-a431-c3ad34ef08d7, MismatchedSentences
919e53e3-71f8-46b5-a32c-d19363fa19f9, MismatchedSentences
f4b66d97-c20b-48cc-a58f-9b070e850c1d, MismatchedSentences
3abd8047-543e-438c-8435-4cb8f02f7cd2, MismatchedSentences
3cbcbcec-0883-4029-bf5f-41c16be21a4d, MismatchedSentences
187581c7-09e5-42c1-9444-83e045c347da, MismatchedSentences
a4cc1009-c4e8-49fe-ab28-bb8ed1446716, MismatchedSentences
0d05f817-7323-4550-afab-0a405aa4febd, MismatchedSentences
5b65a0a4-628b-4f2e-b0de-fca5e88cfbbd, MismatchedSentences
39f3afca-adf6-46cb-9d13-de689088efac, MismatchedSentences
6a1f43b2-473b-44a6-8a80-aad21cd1988f, MismatchedSentences
f321905b-dd0c-4e9b-952f-02559094abe6, MismatchedSentences
c897683e-83f8-4184-aa96-653511508878, MismatchedSentences
b3c8f3b5-c20c-4c5d-a75f-686a7c099349, MismatchedSentences
53fb4a46-44d9-42a3-a692-ee5108bada02, MismatchedSentences
72f8f516-bb68-48d5-95d9-4715f8dd0f5e, MismatchedSentences
5d894170-3686-4cb5-bf23-7412059d3d14, MismatchedSentences
260d28be-32a7-4e1f-9eeb-167471fc5a7c, MismatchedSentences
5fca8e4b-41b9-42ad-bc14-af4042881c5a, MismatchedSentences
b8bbf92e-e6ae-4541-9e97-e8eadad2f2bd, MismatchedSentences
26033caf-ff23-4df7-8b9d-0cfad3d7c92e, MismatchedSentences
1f1995e4-0796-47c8-b02a-1292d9cc2ffe, MismatchedSentences
9f5ffd49-a42a-414b-b896-1dbe23e0401e, MismatchedSentences
c2037514-c369-4cf0-8e5c-07168598c5a8, MismatchedSentences
58b45d0f-e732-4cd7-8a3c-d5d72404ea81, MismatchedSentences
fe9b77cf-f6c7-4030-9c77-10459d973544, MismatchedSentences
e43f3224-fcb4-4df6-87a5-477eaab5ebcc, MismatchedSentences
82ade219-b399-43ff-87cc-811c10c47eb7, MismatchedSentences
9ad46ca3-8837-4835-b02f-a516e3cf9fd7, MismatchedSentences
c15a1a14-97e8-4625-8489-e2084e053158, MismatchedSentences
290fbbc2-2a85-4344-88ff-b7109f3b3db7, MismatchedSentences
ae32b364-7ce3-46d8-8807-416d54262939, MismatchedSentences
d0dc0039-ae78-453a-a14a-27c6366a2946, MismatchedSentences
ce319b28-d554-4755-b00f-a704049fed8f, MismatchedSentences
4696b1c3-a197-4480-bf99-c6b93ff9ed72, MismatchedSentences
c0c0a492-2c51-44f5-b82e-f737159f24db, MismatchedSentences
1784b71a-8495-4ac0-bc57-674a8a7cc120, MismatchedSentences
1870982f-51c8-4722-8e41-f0d5f07fbaa3, MismatchedSentences
a54d8294-e95b-47f7-abfe-4196a3ab3e09, MismatchedSentences
71e918e7-75d4-4e95-aa68-3d4d82779fc7, MismatchedSentences
fda72efd-d738-4653-b011-6dd4d31b3509, MismatchedSentences
c63ddc05-09f2-42ae-9c68-1900320425fb, MismatchedSentences
841fbbf8-d110-4e8f-9139-eba868dd7f0b, MismatchedSentences
f30fd9f9-b46d-432f-a100-7e121aa52203, MismatchedSentences
e025942b-38d6-4687-aac5-e7f7a0e6b60f, MismatchedSentences
76fc309e-2767-4aff-a5b6-616277ccd0a6, MismatchedSentences
52be439a-f20d-4a42-830f-d3651fc22741, MismatchedSentences
fd84a448-2d1b-47ff-b9fe-9bd9214f62ce, MismatchedSentences
7adbdf7b-dddf-42f8-a276-7c97de856ab7, MismatchedSentences
cba75a0a-6c09-442c-91f5-6e69be307154, MismatchedSentences
65ef13a1-944a-44a0-8cbb-00cc6bc4f570, MismatchedSentences
f6ab7c68-14bb-4f17-bb1d-b92947f92756, MismatchedSentences
c38f698c-37c5-40fb-a64d-47dbcbc29596, MismatchedSentences
50b98556-951a-41f5-b242-63a0a8e1c3b6, MismatchedSentences
a656213a-264b-4672-98f6-de2ae2546d27, MismatchedSentences
c964829f-9667-4432-b165-ef1d5c8d7f3a, MismatchedSentences
eb026671-c104-4608-8f80-3cbfd0b4924a, MismatchedSentences
3b8906f5-8fb7-4af6-93ef-baf3e33e693f, MismatchedSentences
4dfb0754-ea56-4d80-935f-5872b5c57b6f, MismatchedSentences
a1c7eb6f-2f08-42bb-aaed-d986e01208ff, MismatchedSentences
631a0b22-de8e-4fe4-a331-9ac1d4b8152c, MismatchedSentences
4b32c10c-4592-438f-ad83-6f4263b114fa, MismatchedSentences
2069ce2e-fa45-4461-878a-273db71eaa69, MismatchedSentences
6dfb8cd2-2746-451b-828b-8f6a4a32d371, MismatchedSentences
c5ed2910-bdba-431d-b70a-318593fc2fba, MismatchedSentences
e27c578b-7abe-4121-8ef4-abed258f3857, MismatchedSentences
a9d294c7-ab4c-4dd5-9b54-6defa089aa9b, MismatchedSentences
3965f882-f08f-4e12-8029-9660a9f22fac, MismatchedSentences
86dfbce0-890d-470f-98a7-1cb549e7e8f8, MismatchedSentences
972d7626-ef61-4899-9bca-efbb51607b29, MismatchedSentences
9fa925a9-78ce-44b5-8214-54cdae0f52c5, MismatchedSentences
c6497349-7215-4d4c-af6a-fa73a8fe84ed, MismatchedSentences
330bac07-630b-4524-98ed-5b68fdf1779f, MismatchedSentences
c782bb12-3828-4588-a87f-bb951df73926, MismatchedSentences
095641ce-82ef-4b3a-97fe-ba7d359b8df1, MismatchedSentences
8c3a6b50-79c3-4fc5-a6bc-626fafe35a63, MismatchedSentences
ee126c3a-91a3-44f6-93be-94595a5a6e95, MismatchedSentences
42a52623-b9f9-4877-b37b-405234041ecd, MismatchedSentences
0910c5c5-ecef-4186-9dfd-2c371d67f2a6, MismatchedSentences
dc1c84f3-f187-4473-88f2-4367c9d0a422, BracketsNotFound
a674aae9-75ce-4290-b891-c546693a0752, MismatchedSentences
eed87c17-01f8-4e50-8d82-947c7246970e, MismatchedSentences
7c1af30b-a529-416b-a3fc-41c65eefa1e5, MismatchedSentences
d17f139f-8e43-4d45-8ccc-780b332adbbe, MismatchedSentences
f22a6573-04ed-4234-a9b3-2dd101c118f6, MismatchedSentences
f1a6c2ad-7396-4a57-8ef5-abfe9b4aa1e6, MismatchedSentences
a708db37-f0a0-4576-846f-b2ade6d1e4ba, MismatchedSentences
269e517f-ceec-4e96-a30e-ccc82f4ef45f, MismatchedSentences
0146361b-f397-458f-971e-8acb9494fdc1, MismatchedSentences
8af049b3-ca43-46e8-9d89-29da4a97095c, MismatchedSentences
0bc61f0c-3e97-4b40-8c74-842f44ff3072, MismatchedSentences
c958adf5-4ba1-4ff9-aed8-ab8496d44873, MismatchedSentences
d32a4a4d-4441-41d4-98e2-02e3f988fb35, MismatchedSentences
aaf0b7c3-293a-485a-b90f-085316fa7ea9, MismatchedSentences
5e2e2e54-409f-4e37-90ab-3248a1bc333e, MismatchedSentences
d28d8329-eeb2-4eb6-a4af-b7509d0370a6, MismatchedSentences
10bb232b-97b2-482d-bb5a-bb1bf3be4af0, MismatchedSentences
71ecae6f-dd5e-4d3d-9a0d-19c92fd00191, MismatchedSentences
cc8df09e-bed3-4843-9669-cb648321f540, MismatchedSentences
4ab8856e-77ed-4039-8ba3-d74ff5ec1b14, MismatchedSentences
7f6ca563-5691-4e57-a6f7-40b095b2e163, MismatchedSentences
43cea688-26dd-4d86-b333-6a8a1fad04e7, MismatchedSentences
bda77b52-6d28-4acd-a3a8-d0277910bd9e, MismatchedSentences
b2c8df38-02d8-4492-b4a7-9fd4c8439a61, MismatchedSentences
d2d4a372-b1a4-4e3b-b1bf-a26983f60fdb, MismatchedSentences
72a0e4ca-28a2-4255-bb6d-f5e6d5879174, MismatchedSentences
433845c3-f1e4-49e1-9405-a9a5bddedf58, MismatchedSentences
f4f55ca1-2eda-487a-89ae-9492778930d5, MismatchedSentences
12311447-a262-4654-b26c-b5ce53389cb2, MismatchedSentences
606c2d49-3698-45b2-9263-5a4540ea8194, MismatchedSentences
0136f740-5861-4d2e-8cf9-b106c3f14deb, MismatchedSentences
f2c59f6a-1380-456b-8983-9b231622a8ad, MismatchedSentences
47b6db5d-6944-4ac9-a590-bbe3df672a31, MismatchedSentences
72fe76d4-0721-477c-bfbd-03e4e0b25b5a, MismatchedSentences
3e9d888d-f62a-458a-965c-026a970fb928, MismatchedSentences
32ca8d37-6a7d-4fef-8735-162d5701db61, MismatchedSentences
4cf54051-be8e-4bb0-9d55-008be852ddb6, MismatchedSentences
3bee6752-cd6e-49f1-b359-71507b7da82f, MismatchedSentences
c9a2b736-42af-41f6-bbd6-11cbbb5a457d, MismatchedSentences
70d3fa94-8a0e-42e4-bd37-b9fe55b11e9b, MismatchedSentences
8e7e21de-2ffd-4cc4-a869-2ff9a9dc922a, MismatchedSentences
5269d1ff-389c-4bc1-b2d7-93213894ec2d, MismatchedSentences
7dc03e26-3d1e-4319-8382-0f546fb29912, MismatchedSentences
7b536dfd-2ded-4da3-907b-3492fed5fa4c, MismatchedSentences
dda5ba03-dd95-4d5c-a7e1-aa0b31fc7955, MismatchedSentences
